OrderNumber,QuantityOrdered,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
1.404106174563624,0.7091777697607564,-0.36183885595008475,-0.5836962812072303,-0.18830396736966298,139,5,-1.4270386327380036,-1.1193848343462958,1.6938261357079059,1,-0.14224584412333427,0,34,64,6,9,45,4,24,18,3,3,67,1
1.5670271676006102,-1.138925168473156,0.8101579745265006,0.1263473564750498,-0.6078226753966303,165,5,-0.5962425798983697,-0.8458607810822437,1.6938261357079059,1,-0.14224584412333427,0,86,6,61,9,29,16,71,17,1,18,16,2
1.7190867611017975,3.1733150207393064,0.8101579745265006,-1.0570587063287502,2.151565210609887,170,1,-0.5962425798983697,-0.5723367278181918,1.6938261357079059,1,-0.14224584412333427,0,33,13,65,9,34,16,14,14,1,25,13,0
-1.6913926931391166,-0.9335803975582768,0.8101579745265006,1.0730722067180898,1.004991518921707,13,5,-1.4270386327380036,-1.6664329408743999,-1.1651700861775494,0,2.8193681712011514,1,11,37,70,9,65,16,19,11,1,6,29,1
-1.5936400973169247,-0.6255632411859581,0.8101579745265006,-1.2937399188895102,1.984873098925308,133,5,-1.4270386327380036,-1.1193848343462958,-1.1651700861775494,0,2.8193681712011514,1,89,39,60,9,32,16,67,15,1,5,9,0
-1.4415805038157374,0.29848822793099805,0.8101579745265006,1.0730722067180898,2.0500088411690625,176,5,-0.5962425798983697,-0.5723367278181918,-1.1651700861775494,0,2.8193681712011514,1,24,12,64,9,34,16,13,14,1,65,44,0
-1.2895209103145502,0.1958158424735585,0.8101579745265006,1.0730722067180898,2.074466647177055,214,5,0.23455347294126402,-0.025288621290087743,-1.1651700861775494,0,2.8193681712011514,1,79,79,58,9,12,1,54,18,3,30,32,0
-1.1809069149565594,1.017194926133075,0.8101579745265006,0.3630285690358098,4.03988811843211,240,5,0.23455347294126402,0.5217594852380163,-1.1651700861775494,0,2.8193681712011514,1,31,26,63,9,63,16,43,13,2,49,17,0
-1.0397087209911713,-1.4469423248454747,0.8101579745265006,-1.2937399188895102,0.7093800527886939,33,5,1.0653495257808978,0.7952835385020682,-1.1651700861775494,0,2.8193681712011514,1,19,49,41,8,42,9,0,18,3,29,40,1
-0.9202333260973812,-0.11220131389876024,0.8101579745265006,-0.5836962812072303,2.4223930562676608,78,5,1.0653495257808978,1.0688075917661204,-1.1651700861775494,0,2.8193681712011514,1,7,67,24,9,64,13,18,0,0,9,63,0
-0.8224807302751894,-1.2415975539305957,0.8101579745265006,0.3630285690358098,0.9875875961296073,51,5,1.0653495257808978,1.0688075917661204,-1.1651700861775494,0,2.8193681712011514,1,18,52,52,9,54,11,38,18,3,12,18,1
-0.7030053353813994,0.7091777697607564,0.8101579745265006,1.0730722067180898,2.028993808031644,68,5,1.0653495257808978,1.0688075917661204,-1.1651700861775494,0,2.8193681712011514,1,71,84,9,9,33,16,35,6,1,62,45,0
-0.5726685409518104,1.2225396970479543,0.8101579745265006,-0.1103338560857102,2.992606385637389,92,5,1.0653495257808978,1.3423316450301723,-1.1651700861775494,0,2.8193681712011514,1,17,10,8,9,70,0,69,3,3,68,71,0
-0.47491594512961854,-0.009528928441320661,0.8101579745265006,-0.8203774937679902,1.3691869304101694,14,5,-1.4270386327380036,-1.6664329408743999,0.2643280247651782,0,2.8193681712011514,1,90,58,27,9,11,1,53,18,3,70,60,1
-0.33371775116423036,-0.6255632411859581,0.8101579745265006,-1.0570587063287502,1.5798422742085814,121,5,-1.4270386327380036,-1.1193848343462958,0.2643280247651782,0,2.8193681712011514,1,16,71,34,9,13,4,28,18,3,72,37,1
-0.14907395905564585,-0.11220131389876024,0.8101579745265006,0.5997097815965698,1.3936447364181617,181,5,-0.5962425798983697,-0.5723367278181918,0.2643280247651782,0,2.8193681712011514,1,78,44,38,9,46,2,57,18,3,48,39,1
-0.007875765090257694,-0.3175460848136394,0.8101579745265006,-0.1103338560857102,2.2409252584934403,193,5,-0.5962425798983697,-0.29881267455413973,0.2643280247651782,0,2.8193681712011514,1,82,29,10,9,39,14,2,10,2,64,1,0
0.12246102933933138,-1.4469423248454747,0.8101579745265006,0.5997097815965698,0.7338975914490151,208,5,0.23455347294126402,-0.025288621290087743,0.2643280247651782,0,2.8193681712011514,1,75,24,81,4,15,7,9,0,0,32,0,1
0.23107502469732227,-0.11220131389876024,0.8101579745265006,-1.0570587063287502,2.4223930562676608,221,5,0.23455347294126402,0.24823543197396428,0.2643280247651782,0,2.8193681712011514,1,2,30,89,9,67,16,1,9,1,0,52,0
0.35055041959111227,0.1958158424735585,0.8101579745265006,1.0730722067180898,1.9452757806725816,250,5,0.23455347294126402,0.5217594852380163,0.2643280247651782,0,2.8193681712011514,1,72,36,59,9,5,16,66,15,1,42,40,0
0.49174861355650046,1.2225396970479543,0.8101579745265006,-0.1103338560857102,3.594173927238501,25,5,1.0653495257808978,0.7952835385020682,0.2643280247651782,0,2.8193681712011514,1,8,55,45,9,71,16,42,6,1,71,11,0
0.5786398098428932,1.325212082505394,0.8101579745265006,-0.8203774937679902,4.382101913863656,35,5,1.0653495257808978,0.7952835385020682,0.2643280247651782,0,2.8193681712011514,1,55,62,39,9,61,1,56,18,3,50,64,0
0.6872538052008841,0.5038329988458772,0.8101579745265006,-1.2937399188895102,1.328514424415528,75,5,1.0653495257808978,1.0688075917661204,0.2643280247651782,0,2.8193681712011514,1,60,66,13,9,44,5,33,18,3,75,64,1
0.8067292000946741,-0.9335803975582768,0.8101579745265006,-0.8203774937679902,-0.29914604912702103,57,5,1.0653495257808978,1.0688075917661204,0.2643280247651782,0,2.8193681712011514,1,56,78,37,9,59,1,73,18,3,48,31,1
0.9587887935958613,-0.5228908557285186,0.8101579745265006,-1.2937399188895102,0.2122197572168164,72,5,1.0653495257808978,1.0688075917661204,0.2643280247651782,0,2.8193681712011514,1,6,33,44,3,38,15,15,0,0,21,55,1
1.0674027889538522,-0.3175460848136394,0.8101579745265006,0.8363909941573299,1.1609589043927455,84,5,1.0653495257808978,1.3423316450301723,0.2643280247651782,0,2.8193681712011514,1,55,62,39,9,61,1,56,18,3,50,64,1
1.1977395833834412,0.6065053843033168,0.8101579745265006,-1.0570587063287502,0.5218629664059246,8,5,-1.4270386327380036,-1.6664329408743999,1.6938261357079059,0,2.8193681712011514,1,22,74,53,9,7,4,30,18,3,50,2,1
1.3280763778130305,0.09314345701611891,0.8101579745265006,-0.8203774937679902,2.552707982684135,102,5,-1.4270386327380036,-1.3929088876103477,1.6938261357079059,0,2.8193681712011514,1,23,77,51,9,59,1,73,18,3,8,31,0
1.4366903731710212,-1.138925168473156,0.8101579745265006,-0.5836962812072303,-0.617597109414034,142,5,-1.4270386327380036,-1.1193848343462958,1.6938261357079059,0,2.8193681712011514,1,3,31,11,2,48,7,8,0,0,51,4,2
1.653918363887003,-1.2415975539305957,0.8101579745265006,0.5997097815965698,0.3183972618514245,167,5,-0.5962425798983697,-0.5723367278181918,1.6938261357079059,0,2.8193681712011514,1,65,9,32,9,40,12,62,3,3,24,26,1
1.795116557852391,1.530556853420273,0.8101579745265006,-0.1103338560857102,4.586984911350679,180,2,-0.5962425798983697,-0.5723367278181918,1.6938261357079059,0,2.8193681712011514,1,33,13,65,9,34,16,14,14,1,25,13,0
-1.6479470949959203,0.40116061338843767,0.8056960576592038,-0.3470150686464702,0.18604056477353678,112,5,-1.4270386327380036,-1.3929088876103477,-1.1651700861775494,1,0.4301669487545075,2,45,48,57,9,42,9,0,18,3,76,36,1
-1.5067489010305322,-0.6255632411859581,0.6287066885897706,-0.8203774937679902,-0.4127141119270105,158,5,-0.5962425798983697,-0.8458607810822437,-1.1651700861775494,1,0.4301669487545075,2,6,33,44,3,38,15,15,0,0,21,55,2
-1.354689307529345,-0.8309080121008373,0.8101579745265006,-0.3470150686464702,-0.13364859048901384,204,5,0.23455347294126402,-0.025288621290087743,-1.1651700861775494,1,0.4301669487545075,2,46,16,21,9,52,16,41,6,1,17,11,1
-1.2352139126355548,0.1958158424735585,0.8101579745265006,0.5997097815965698,0.89004960511816,226,5,0.23455347294126402,0.24823543197396428,-1.1651700861775494,1,0.4301669487545075,2,85,76,54,9,53,1,49,18,3,75,31,1
-1.0831543191343675,0.1958158424735585,0.8101579745265006,2.4931594820826497,0.7944121984989855,23,5,1.0653495257808978,0.7952835385020682,-1.1651700861775494,1,0.4301669487545075,2,23,77,51,9,59,1,73,18,3,8,31,1
-0.9854017233121758,-0.8309080121008373,0.8101579745265006,-0.5836962812072303,0.0581258049324469,39,5,1.0653495257808978,0.7952835385020682,-1.1651700861775494,1,0.4301669487545075,2,79,79,58,9,12,1,54,18,3,30,32,1
-0.8550649288825867,0.7091777697607564,0.8101579745265006,1.3097534192788498,0.6199765629761749,48,5,1.0653495257808978,1.0688075917661204,-1.1651700861775494,1,0.4301669487545075,2,26,40,7,9,28,16,31,6,1,57,43,1
-0.7681737325961939,0.29848822793099805,0.6287066885897706,-0.5836962812072303,0.05812037469132625,56,5,1.0653495257808978,1.0688075917661204,-1.1651700861775494,1,0.4301669487545075,2,40,21,68,9,4,16,64,11,1,52,65,1
-0.6269755386308058,-1.138925168473156,0.8101579745265006,-0.3470150686464702,-0.2866999364781936,82,5,1.0653495257808978,1.3423316450301723,-1.1651700861775494,1,0.4301669487545075,2,56,78,37,9,59,1,73,18,3,48,31,1
-0.529222942808614,-1.2415975539305957,0.8101579745265006,-1.0570587063287502,-0.295839032284466,2,5,-1.4270386327380036,-1.6664329408743999,0.2643280247651782,1,0.4301669487545075,2,62,28,67,9,49,10,29,10,2,36,50,1
-0.38802474884322585,1.2225396970479543,0.8101579745265006,-0.5836962812072303,1.0146410573933329,107,5,-1.4270386327380036,-1.3929088876103477,0.2643280247651782,1,0.4301669487545075,2,6,33,44,3,38,15,15,0,0,21,55,1
-0.24682655487783767,-1.344269939388035,0.8101579745265006,-1.2937399188895102,-0.38109924812183044,160,5,-0.5962425798983697,-0.8458607810822437,0.2643280247651782,1,0.4301669487545075,2,57,53,1,9,54,11,38,18,3,29,58,2
-0.08390556184085132,0.9145225406756355,0.8101579745265006,-0.3470150686464702,1.1960817039619498,172,5,-0.5962425798983697,-0.5723367278181918,0.2643280247651782,1,0.4301669487545075,2,80,41,48,9,47,6,53,18,3,8,69,1
0.046431232588737756,0.5038329988458772,0.8101579745265006,-0.3470150686464702,0.4985563715155375,198,5,-0.5962425798983697,-0.29881267455413973,0.2643280247651782,1,0.4301669487545075,2,35,42,18,9,8,2,56,18,3,37,31,1
0.17676802701832683,-1.344269939388035,0.8101579745265006,-0.5836962812072303,-0.3526665056134271,213,5,0.23455347294126402,-0.025288621290087743,0.2643280247651782,1,0.4301669487545075,2,44,60,46,9,43,16,22,6,1,41,25,2
0.2853820223763177,1.2225396970479543,0.8101579745265006,0.5997097815965698,1.5914412692425675,227,5,0.23455347294126402,0.24823543197396428,0.2643280247651782,1,0.4301669487545075,2,48,74,29,9,13,4,28,18,3,29,42,1
0.4265802163417059,0.40116061338843767,0.6287066885897706,-1.2937399188895102,0.11043531764891931,243,5,0.23455347294126402,0.5217594852380163,0.2643280247651782,1,0.4301669487545075,2,4,59,36,9,43,16,22,6,1,63,7,1
0.5351942116996968,-0.11220131389876024,0.8101579745265006,-1.0570587063287502,0.2661203305816772,28,5,1.0653495257808978,0.7952835385020682,0.2643280247651782,1,0.4301669487545075,2,53,89,28,9,72,9,11,18,3,26,60,1
0.6438082070576877,1.017194926133075,0.8101579745265006,-0.5836962812072303,1.092896262184891,60,5,1.0653495257808978,1.0688075917661204,0.2643280247651782,1,0.4301669487545075,2,28,50,49,9,1,11,37,18,3,76,37,1
0.7632836019514777,-1.5496147103029143,0.8101579745265006,-1.0570587063287502,-0.2052028777375298,53,5,1.0653495257808978,1.0688075917661204,0.2643280247651782,1,0.4301669487545075,2,45,48,57,9,42,9,0,18,3,76,36,1
0.8718975973094686,0.5038329988458772,-0.730690650313274,-0.5836962812072303,-0.4328385855206206,66,5,1.0653495257808978,1.0688075917661204,0.2643280247651782,1,0.4301669487545075,2,82,29,10,9,39,14,2,10,2,64,1,2
1.1108483870970485,-0.9335803975582768,-1.6116713473339561,0.3630285690358098,-1.207679691044696,86,5,1.0653495257808978,1.3423316450301723,0.2643280247651782,1,0.4301669487545075,2,75,24,81,4,15,7,9,0,0,32,0,2
1.2520465810624366,0.40116061338843767,0.8101579745265006,-0.3470150686464702,0.9416694772122933,106,5,-1.4270386327380036,-1.3929088876103477,1.6938261357079059,1,0.4301669487545075,2,7,67,24,9,64,13,18,0,0,9,63,1
1.404106174563624,1.530556853420273,-1.9408616584322862,-0.3470150686464702,-0.7213472962676536,139,5,-1.4270386327380036,-1.1193848343462958,1.6938261357079059,1,0.4301669487545075,2,34,64,6,9,45,4,24,18,3,3,67,2
1.5561657680648113,1.017194926133075,0.8101579745265006,-1.2937399188895102,1.2380466073433363,164,5,-0.5962425798983697,-0.8458607810822437,1.6938261357079059,1,0.4301669487545075,2,9,3,17,9,52,16,40,6,1,53,14,1
1.7190867611017975,1.017194926133075,0.8101579745265006,-0.3470150686464702,1.2671255485451123,170,1,-0.5962425798983697,-0.5723367278181918,1.6938261357079059,1,0.4301669487545075,2,33,13,65,9,34,16,14,14,1,25,13,1
-1.6479470949959203,-0.8309080121008373,0.8101579745265006,-0.5836962812072303,1.363892445317409,112,5,-1.4270386327380036,-1.3929088876103477,-1.1651700861775494,1,2.296730403790948,3,45,48,57,9,42,9,0,18,3,76,36,1
-1.5067489010305322,1.1198673115905147,0.8101579745265006,-1.0570587063287502,3.1011949173296243,158,5,-0.5962425798983697,-0.8458607810822437,-1.1651700861775494,1,2.296730403790948,3,6,33,44,3,38,15,15,0,0,21,55,0
-1.354689307529345,-0.42021847027107895,0.8101579745265006,-0.5836962812072303,1.8843430450563108,204,5,0.23455347294126402,-0.025288621290087743,-1.1651700861775494,1,2.296730403790948,3,46,16,21,9,52,16,41,6,1,17,11,0
-1.2352139126355548,-0.21487369935619982,0.8101579745265006,0.3630285690358098,0.8810516955810279,226,5,0.23455347294126402,0.24823543197396428,-1.1651700861775494,1,2.296730403790948,3,85,76,54,9,53,1,49,18,3,75,31,1
-1.0831543191343675,-1.344269939388035,0.8101579745265006,2.2564782695218897,0.3143082902874774,23,5,1.0653495257808978,0.7952835385020682,-1.1651700861775494,1,2.296730403790948,3,23,77,51,9,59,1,73,18,3,8,31,1
-0.9854017233121758,-1.5496147103029143,0.8101579745265006,-0.8203774937679902,0.3416224031250001,39,5,1.0653495257808978,0.7952835385020682,-1.1651700861775494,1,2.296730403790948,3,79,79,58,9,12,1,54,18,3,30,32,1
-0.8550649288825867,0.6065053843033168,0.8101579745265006,1.0730722067180898,2.899211668601097,48,5,1.0653495257808978,1.0688075917661204,-1.1651700861775494,1,2.296730403790948,3,26,40,7,9,28,16,31,6,1,57,43,0
-0.7681737325961939,1.017194926133075,0.8101579745265006,-0.8203774937679902,2.802444771828801,56,5,1.0653495257808978,1.0688075917661204,-1.1651700861775494,1,2.296730403790948,3,40,21,68,9,4,16,64,11,1,52,65,0
-0.6269755386308058,1.4278844679628335,0.8101579745265006,-0.5836962812072303,2.450125297671484,82,5,1.0653495257808978,1.3423316450301723,-1.1651700861775494,1,2.296730403790948,3,56,78,37,9,59,1,73,18,3,48,31,0
-0.529222942808614,-0.11220131389876024,0.8101579745265006,-1.2937399188895102,1.39530639020112,2,5,-1.4270386327380036,-1.6664329408743999,0.2643280247651782,1,2.296730403790948,3,62,28,67,9,49,10,29,10,2,36,50,1
-0.38802474884322585,1.4278844679628335,0.8101579745265006,-0.8203774937679902,3.3776865044763715,107,5,-1.4270386327380036,-1.3929088876103477,0.2643280247651782,1,2.296730403790948,3,6,33,44,3,38,15,15,0,0,21,55,0
-0.23596515534203857,0.40116061338843767,0.8101579745265006,0.5997097815965698,1.8842996031273447,163,5,-0.5962425798983697,-0.8458607810822437,0.2643280247651782,1,2.296730403790948,3,88,45,20,5,42,9,0,18,3,26,48,0
-0.08390556184085132,0.8118501552181959,0.8101579745265006,-0.5836962812072303,1.9138021031365415,172,5,-0.5962425798983697,-0.5723367278181918,0.2643280247651782,1,2.296730403790948,3,80,41,48,9,47,6,53,18,3,8,69,0
0.046431232588737756,0.6065053843033168,0.8101579745265006,-0.5836962812072303,2.597311983250221,198,5,-0.5962425798983697,-0.29881267455413973,0.2643280247651782,1,2.296730403790948,3,35,42,18,9,8,2,56,18,3,37,31,0
0.17676802701832683,0.09314345701611891,0.8101579745265006,-0.8203774937679902,1.8180615219360725,213,5,0.23455347294126402,-0.025288621290087743,0.2643280247651782,1,2.296730403790948,3,44,60,46,9,43,16,22,6,1,41,25,1
0.2853820223763177,-0.8309080121008373,0.8101579745265006,0.3630285690358098,1.0231556754707154,227,5,0.23455347294126402,0.24823543197396428,0.2643280247651782,1,2.296730403790948,3,48,74,29,9,13,4,28,18,3,29,42,1
0.43744161587750496,-0.6255632411859581,0.8101579745265006,1.0730722067180898,1.6993673115180667,247,5,0.23455347294126402,0.5217594852380163,0.2643280247651782,1,2.296730403790948,3,84,87,76,9,24,16,10,5,1,34,46,1
0.5351942116996968,-1.5496147103029143,0.8101579745265006,-1.2937399188895102,0.5519899441440109,28,5,1.0653495257808978,0.7952835385020682,0.2643280247651782,1,2.296730403790948,3,53,89,28,9,72,9,11,18,3,26,60,1
0.6438082070576877,0.1958158424735585,0.8101579745265006,-0.8203774937679902,2.2335944329803876,60,5,1.0653495257808978,1.0688075917661204,0.2643280247651782,1,2.296730403790948,3,28,50,49,9,1,11,37,18,3,76,37,0
0.7632836019514777,-0.9335803975582768,0.8101579745265006,-0.8203774937679902,1.2567266367988186,53,5,1.0653495257808978,1.0688075917661204,0.2643280247651782,1,2.296730403790948,3,45,48,57,9,42,9,0,18,3,76,36,1
0.8718975973094686,0.40116061338843767,-0.34647003118495173,-0.8203774937679902,-0.3061347694494646,66,5,1.0653495257808978,1.0688075917661204,0.2643280247651782,1,2.296730403790948,3,82,29,10,9,39,14,2,10,2,64,1,2
1.1217097866328476,-1.344269939388035,0.8101579745265006,-0.5836962812072303,0.05984719136773415,17,5,-1.4270386327380036,-1.6664329408743999,1.6938261357079059,1,2.296730403790948,3,79,79,58,9,12,1,54,18,3,30,32,1
1.2520465810624366,-1.344269939388035,0.8101579745265006,-1.2937399188895102,0.1523133371723734,106,5,-1.4270386327380036,-1.3929088876103477,1.6938261357079059,1,2.296730403790948,3,7,67,24,9,64,13,18,0,0,9,63,1
1.404106174563624,-1.4469423248454747,0.15425619503389368,0.1263473564750498,-0.9403652113920669,139,5,-1.4270386327380036,-1.1193848343462958,1.6938261357079059,1,2.296730403790948,3,34,64,6,9,45,4,24,18,3,3,67,2
1.5670271676006102,3.1733150207393064,0.8101579745265006,0.5997097815965698,4.524862952928958,165,5,-0.5962425798983697,-0.8458607810822437,1.6938261357079059,1,2.296730403790948,3,86,6,61,9,29,16,71,17,1,18,16,0
1.7190867611017975,2.1465911661649106,0.8101579745265006,-0.5836962812072303,3.0758356912955818,170,1,-0.5962425798983697,-0.5723367278181918,1.6938261357079059,1,2.296730403790948,3,33,13,65,9,34,16,14,14,1,25,13,0
-1.6696698940675183,1.530556853420273,0.8101579745265006,-1.0570587063287502,1.9842703421609018,98,5,-1.4270386327380036,-1.3929088876103477,-1.1651700861775494,0,0.8781421779632532,4,27,56,91,9,25,16,6,4,1,54,33,0
-1.517610300566331,1.1198673115905147,0.8101579745265006,1.0730722067180898,0.7878796184306874,157,5,-0.5962425798983697,-0.8458607810822437,-1.1651700861775494,0,0.8781421779632532,4,70,80,73,9,57,16,23,1,1,56,20,1
-1.4089963052083403,-0.21487369935619982,0.8101579745265006,-1.0570587063287502,0.45850291300866525,191,5,-0.5962425798983697,-0.29881267455413973,-1.1651700861775494,0,0.8781421779632532,4,76,4,25,9,30,16,72,17,1,8,3,1
-1.256936711707153,1.4278844679628335,0.8101579745265006,2.0197970569611297,1.1098711959284489,219,5,0.23455347294126402,0.24823543197396428,-1.1651700861775494,0,0.8781421779632532,4,54,65,33,9,45,4,24,18,3,67,70,1
-1.126599917277564,-0.3175460848136394,0.8101579745265006,1.5464346318396098,0.5279231154967148,43,5,1.0653495257808978,0.7952835385020682,-1.1651700861775494,0,0.8781421779632532,4,84,87,76,9,24,16,10,5,1,34,46,1
-0.9962631228479749,0.9145225406756355,0.8101579745265006,0.5997097815965698,1.2871142661107027,38,0,1.0653495257808978,0.7952835385020682,-1.1651700861775494,0,0.8781421779632532,4,72,36,59,9,5,16,66,15,1,42,40,1
-0.8767877279541849,-1.138925168473156,0.8101579745265006,1.3097534192788498,-0.033346606747089405,80,5,1.0653495257808978,1.0688075917661204,-1.1651700861775494,0,0.8781421779632532,4,1,69,0,9,68,16,16,6,1,59,5,1
-0.7898965316677922,-0.9335803975582768,0.8101579745265006,0.5997097815965698,0.16309779603824195,52,5,1.0653495257808978,1.0688075917661204,-1.1651700861775494,0,0.8781421779632532,4,30,7,3,9,30,16,70,17,1,27,62,1
-0.6704211367740022,1.017194926133075,0.8101579745265006,-0.1103338560857102,0.9614301246508109,70,5,1.0653495257808978,1.0688075917661204,-1.1651700861775494,0,0.8781421779632532,4,32,14,82,9,2,16,45,14,1,61,15,1
-0.540084342344413,0.40116061338843767,0.8101579745265006,0.3630285690358098,0.8927484349551876,22,5,-1.4270386327380036,-1.6664329408743999,0.2643280247651782,0,0.8781421779632532,4,49,51,42,9,31,1,73,18,3,13,48,1
-0.3988861483790249,1.4278844679628335,0.8101579745265006,1.3097534192788498,1.3269939569017102,104,5,-1.4270386327380036,-1.3929088876103477,0.2643280247651782,0,0.8781421779632532,4,21,82,26,9,58,1,51,18,3,70,64,1
